locality,sub_locality,street_name,postcode
PORT LOUIS,Plaine Verte 4 ,Maharata Street ,11612
PORT LOUIS,Plaine Verte 4 ,Military Road from St Francois Xavier St to Noor-E-Islam,11612
PORT LOUIS,Plaine Verte 4 ,Paliaca St from Noor-E-Islam St to Maharatta,11612
PORT LOUIS,Plaine Verte 4 ,Penang Street ,11612
PORT LOUIS,Plaine Verte 4 ,Perimbe St from St Francois Xavier to Noor-E-Islam Street ,11612
PORT LOUIS,Plaine Verte 4 ,Serang Street,11612
PORT LOUIS,Plaine Verte 4 ,Soumantra Street ,11612
PORT LOUIS,Plaine Verte 4 ,Velore St from St Francois Xavier St to Noor-E-Islam Street ,11612
PORT LOUIS,Plaine Verte 4 ,Western Side of St Francois Xavier Street,11612
PORT LOUIS,Pointe aux Sables,Royal Rd,11129
PORT LOUIS,Pointe aux Sables,Link Rd,11129
PORT LOUIS,Pointe aux Sables,Flamboyants,11129
PORT LOUIS,Pointe aux Sables,Printemps,11129
PORT LOUIS,Police Flats (Bell Village),,11223
PORT LOUIS,Pont St Louis: Trunk Road from St Louis Stream 1 to St Louis Stream 2,,11224
PORT LOUIS,Port Louis Waterfront (Harbour up to Fish Port),,11320
PORT LOUIS,Quay D,,11615
PORT LOUIS,Renganaden Seeneevassen,Mariamen Temple  Street,11613
PORT LOUIS,Renganaden Seeneevassen,Queen St from Sun Yat Sen St to Sir Edgar Laurent Street,11613
PORT LOUIS,Renganaden Seeneevassen,Remy Ollier St from Sun Yat Sen St to Sir Edgar Laurent Street,11613
PORT LOUIS,Renganaden Seeneevassen,Royal St from Sun Yat Sen St to Edgar Laurent Street ,11613
PORT LOUIS,Renganaden Seeneevassen,S.S.Ramgoolam St from Sun Yat Sen St to Sir Edgar Laurent Street,11613
PORT LOUIS,Renganaden Seeneevassen,Sir Edgar Laurent St from SSR St to Mariamen Temple Street,11613
Old Grand Port,Belle Vue /Kenya,,51401
Old Grand Port,Cite NHDC,,51402
Old Grand Port,Debarcadere,,51403
Old Grand Port,Ferney,,51404
Old Grand Port,Le Vallon,,51405
Old Grand Port,Old Grand Port,,51406
PORT LOUIS,Renganaden Seeneevassen,Sun Yat Sen St from SSR St Trunk Road,11613
PORT LOUIS,Renganaden Seeneevassen,Ellacin Street ( Ex Barbeau St ) From S.S. Ramgoolam St Trunk Road.,11613
PORT LOUIS,Renganaden Seeneevassen,Farquahar Street ,11613
PORT LOUIS,Renganaden Seeneevassen,Guai Street,11613
PORT LOUIS,Residence Coquillage,,11131
PORT LOUIS,Roche Bois  1,Abattoir Rd from Trunk Rd to Baie Du Tombeau Rd,11614
PORT LOUIS,Roche Bois  1,Arrignet Street ,11614
PORT LOUIS,Roche Bois  1,Baie Du Tombeau Rd From Round About to Pont Bruniquel .,11614
PORT LOUIS,Roche Bois  1,Balisage Street ,11614
PORT LOUIS,Roche Bois  1,C Suzor Street ,11614
PORT LOUIS,Roche Bois  1,Cemetry Rd ,11614
PORT LOUIS,Roche Bois  1,De Candray,11614
PORT LOUIS,Roche Bois  1,Debonchor Rd from Abattoir Road to Desperoux St  ,11614
PORT LOUIS,Roche Bois  1,Elysee Street ,11614
PORT LOUIS,Roche Bois  1,J.Serret Street ,11614
PORT LOUIS,Roche Bois  1,Juliet E. August Street ,11614
PORT LOUIS,Roche Bois  1,Latanier River From Trunk Road to the sea,11614
PORT LOUIS,Roche Bois  1,National Rd ,11614
PORT LOUIS,Roche Bois  1,Souchon Street ,11614
PORT LOUIS,Roche Bois  1,Terre Rouge River from Trunk Road to the sea,11614
PORT LOUIS,Roche Bois  1,Trunk Road Western Side from Latanier River to Ruisseau Terre Rouge,11614
PORT LOUIS,Roche Bois  1,Victor Albert Street ,11614
PORT LOUIS,Roche Bois  1,Vaudagne Steet ,11614
PORT LOUIS,Roche Bois 2,Abattoir Road from Latanier River to Trunk Road,11703
PORT LOUIS,Roche Bois 2,Adelaide Street,11703
PORT LOUIS,Roche Bois 2,Alfred Bernard Street,11703
PORT LOUIS,Roche Bois 2,Balisage Road from Trunk Road to Batterie Casse Street,11703
PORT LOUIS,Roche Bois 2,Barry Street,11703
PORT LOUIS,Roche Bois 2,Batterie CassÃ© CHA,11703
PORT LOUIS,Roche Bois 2,Baxipea Street,11703
PORT LOUIS,Roche Bois 2,Benitier Street,11703
PORT LOUIS,Roche Bois 2,Blanche Street,11703
PORT LOUIS,Roche Bois 2,Blue Marlin Street,11703
PORT LOUIS,Roche Bois 2,Bonnefin Street,11703
PORT LOUIS,Roche Bois 2,Chapelle Street,11703
PORT LOUIS,Roche Bois 2,Cocoterie Road,11703
PORT LOUIS,Roche Bois 2,Constance Street,11703
PORT LOUIS,Roche Bois 2,Desboucher Street from Meenatchee Amen to Trunk Road,11703
PORT LOUIS,Roche Bois 2,Descarrieres Street,11703
PORT LOUIS,Roche Bois 2,Despierres Street,11703
PORT LOUIS,Roche Bois 2,Desroses Street,11703
PORT LOUIS,Roche Bois 2,Dupont Street,11703
PORT LOUIS,Roche Bois 2,Eastern Side of Mohameddan Cemetery from Mariamen Temple to Ruisseau Terre Rouge,11703
PORT LOUIS,Roche Bois 2,Flamboyant Street,11703
PORT LOUIS,Roche Bois 2,Fortune Street,11703
PORT LOUIS,Roche Bois 2,Guillot Street,11703
PORT LOUIS,Roche Bois 2,Hon. Felix Barbe Street,11703
PORT LOUIS,Roche Bois 2,Impasse Cimetiere,11703
PORT LOUIS,Roche Bois 2,Impasse Cocoterie,11703
PORT LOUIS,Roche Bois 2,John Brodie Street,11703
PORT LOUIS,Roche Bois 2,Julius Bonchera Street,11703
PORT LOUIS,Roche Bois 2,Kamaya Street,11703
PORT LOUIS,Roche Bois 2,Koenig Street,11703
PORT LOUIS,Roche Bois 2,Latanier River from Nicolay Road to Trunk Road,11703
PORT LOUIS,Roche Bois 2,Latanier Street,11703
PORT LOUIS,Roche Bois 2,Lavaud Street,11703
PORT LOUIS,Roche Bois 2,Leonce Allas Street,11703
PORT LOUIS,Roche Bois 2,Lesur Street,11703
PORT LOUIS,Roche Bois 2,Lobster Street,11703
PORT LOUIS,Roche Bois 2,Mariamen Temple Road ,11703
PORT LOUIS,Roche Bois 2,Maurice Street,11703
Nouvelle France,Bemanique,,51301
Nouvelle France,Bissoondoyalrd,,51302
Nouvelle France,Commelonne,,51303
Nouvelle France,Grand Port Rd,,51304
Nouvelle France,Kanpur,,51305
Nouvelle France,La Peyre,,51306
Nouvelle France,Morc B.Climat,,51307
Nouvelle France,N.France,,51309
Nouvelle France,N.H.D.C N.France,,51308
Nouvelle France,Pont Colville,,51310
Nouvelle France,Residence U.Park,,51311
Nouvelle France,Savanne Rd,,51312
Nouvelle France,Seegoolam Rd,,51313
Olivia,Camp Beau Bois,,41401
Olivia,Camp Jakeeree,,41402
Olivia,CHA + (state land),,41403
Olivia,Deep River S.E,,41404
Olivia,EDC ,,41405
Olivia,Kewal Nagar (Belle Rive),,41406
Olivia,la Nourrice,,41407
Olivia,Louis Renaud,,41408
Olivia,Morc Deep River,,41409
Olivia,Morc Hamid,,41410
Olivia,Morc Louis Renaud,,41411
Olivia,Morc Trois Ilots****,,41412
Olivia,Morc VRS Kewal Nagar,,41413
Olivia,Olivia,,41414
Olivia,Plaines Bananes,,41415
Olivia,Rousset Rd (olivia),,41416
Olivia,SILWF - Olivia,,41417
Olivia,Trois Ilots,,41418
PORT LOUIS,Roche Bois 2,Octopus Street,11703
PORT LOUIS,Roche Bois 2,Palmier Street,11703
PORT LOUIS,Roche Bois 2,Pamma Street,11703
PORT LOUIS,Roche Bois 2,Pellegrin Street (1),11703
PORT LOUIS,Roche Bois 2,Pellegrin Street (2),11703
PORT LOUIS,Roche Bois 2,Pipou Street,11703
PORT LOUIS,Roche Bois 2,Reverand Robert Giraud Street,11703
PORT LOUIS,Roche Bois 2,Roche Terre Street,11703
PORT LOUIS,Roche Bois 2,Ruisseau Terre Rouge from Trunk Road to Mohameddan Cemetry,11703
PORT LOUIS,Roche Bois 2,Shand Street,11703
PORT LOUIS,Roche Bois 2,St Famille Street,11703
PORT LOUIS,Roche Bois 2,St Martin Street,11703
PORT LOUIS,Roche Bois 2,Talipot Street,11703
PORT LOUIS,Roche Bois 2,Tamarind Street,11703
PORT LOUIS,Roche Bois 2,Trunk Road Eastern Side from latanier River to Ruisseau Terre Rouge,11703
PORT LOUIS,Roche Bois 2,Whales Street,11703
PORT LOUIS,Royal College,,11322
PORT LOUIS,Ruisseau des Creoles,Conde Street,11323
PORT LOUIS,Ruisseau des Creoles,D'Alambert Street from Dentrecastaux Street to Conde Street,11323
PORT LOUIS,Ruisseau des Creoles,D'Entrecastaux Street from Petrichier Square to Souillac Street (Western Side),11323
PORT LOUIS,Ruisseau des Creoles,Deschartes Street from Petrichier Square to Lord Kitchener Street,11323
PORT LOUIS,Ruisseau des Creoles,E Bouchet Street,11323
PORT LOUIS,Ruisseau des Creoles,Ruisseau des Creoles Street,11323
PORT LOUIS,Ruisseau des Creoles,Souillac Street from Deschartes Street to D'Entrecastaux Eastern Side,11323
PORT LOUIS,Soreze,,11225
PORT LOUIS,St Croix 1,Capitaine Street,11704
PORT LOUIS,St Croix 1,Dagorne Street,11704
PORT LOUIS,St Croix 1,Ducray Street,11704
PORT LOUIS,St Croix 1,Impasse Nicolay,11704
PORT LOUIS,St Croix 1,Latanier Lane,11704
PORT LOUIS,St Croix 1,Latanier River from Route des Palplemousses to Mariamen Temple,11704
PORT LOUIS,St Croix 1,Mariamen Temple (Southern part) from Round About to Latanier River,11704
PORT LOUIS,St Croix 1,Pamplemousses Road from Latanier River to Round About,11704
PORT LOUIS,St Croix 1,Peros Banos Street,11704
PORT LOUIS,St Croix 1,Tromelin Street,11704
PORT LOUIS,St Croix 2,Avenue Pere Laval from Terre Rouge Road to Canal Bathurst,11705
PORT LOUIS,St Croix 2,Champ Ville Street,11705
PORT LOUIS,St Croix 2,Coteau Street,11705
PORT LOUIS,St Croix 2,Desrose Street,11705
PORT LOUIS,St Croix 2,Dr. S. Ramgoolam Street,11705
PORT LOUIS,St Croix 2,La Prairie Street,11705
PORT LOUIS,St Croix 2,Latanier River from Pamplemousses Street to off Pieton Pere Laval,11705
PORT LOUIS,St Croix 2,latanier Street,11705
PORT LOUIS,St Croix 2,L'oiseau Street,11705
PORT LOUIS,St Croix 2,Pamplemousses Street (Eastern Side) from latanier River to Ruisseau Terre Rouge,11705
PORT LOUIS,St Croix 2,Pieton Pere Laval Southern Part from Canal Bathurst Street to P. Perelaval 2,11705
PORT LOUIS,St Croix 2,Sophie Street,11705
PORT LOUIS,St Croix 2,Terre Rouge River from Terre Rouge River to Impasse Canal,11705
PORT LOUIS,St Croix 2,The whole of Canal Bathurst,11705
PORT LOUIS,St Croix 2,W. Sophie Street,11705
PORT LOUIS,St Croix 3,A. Leung Pew Street,11706
PORT LOUIS,St Croix 3,Arpenteur Street,11706
PORT LOUIS,St Croix 3,B. Brette Street,11706
PORT LOUIS,St Croix 3,Capucine Street,11706
PORT LOUIS,St Croix 3,CHA Mamzelle,11706
PORT LOUIS,St Croix 3,Higginson Street,11706
PORT LOUIS,St Croix 3,Isidore Bougnet Street,11706
PORT LOUIS,St Croix 3,Louis Bandot Street,11706
PORT LOUIS,St Croix 3,Mamzelle Street,11706
PORT LOUIS,St Croix 3,New St Marie Street,11706
PORT LOUIS,St Croix 3,Northern Side Pieton Pere Laval from St Croix Rd to Canal Bathurst,11706
PORT LOUIS,St Croix 3,Pere Laval Road from Canal Bathurst to Cavans,11706
PORT LOUIS,St Croix 3,St Croix Church,11706
PORT LOUIS,St Croix 3,St Croix Road,11706
PORT LOUIS,St Croix 3,St Marie Street from Canal Bathurst to St Croix Road,11706
PORT LOUIS,St Croix 3,Terre Rouge River,11706
PORT LOUIS,St Croix 3,The whole of Capitaine Pontre Street,11706
PORT LOUIS,St Croix 3,The whole of St Croix Road,11706
PORT LOUIS,St Croix 4,Bassin Road,11707
PORT LOUIS,St Croix 4,CHA Le Cornu,11707
PORT LOUIS,St Croix 4,Charles Beguinot Street,11707
PORT LOUIS,St Croix 4,Emile Basset Street,11707
PORT LOUIS,St Croix 4,Le Cornu Street,11707
PORT LOUIS,St Croix 4,Mamode Hossen Ellam Street,11707
PORT LOUIS,St Croix 4,Pieton Pere Laval 2,11707
PORT LOUIS,St Croix 4,Rev Pere Rivault Street,11707
PORT LOUIS,St Croix 4,Richard Miles Brown Street,11707
PORT LOUIS,St Croix 5,A.L Boulle Street,11708
PORT LOUIS,St Croix 5,Acajou Street (Star),11708
PORT LOUIS,St Croix 5,Bois de Natte Street,11708
PORT LOUIS,St Croix 5,Campeches Street,11708
PORT LOUIS,St Croix 5,Captain Pontre Lane,11708
PORT LOUIS,St Croix 5,Colophane Street,11708
PORT LOUIS,St Croix 5,Eastern Side of Mayflower,11708
PORT LOUIS,St Croix 5,Eucalyptus Street,11708
PORT LOUIS,St Croix 5,Gabriel Bouic Street,11708
PORT LOUIS,St Croix 5,Jamblon Street,11708
PORT LOUIS,St Croix 5,Naushad Street ,11708
PORT LOUIS,St Croix 5,Palissandre Street,11708
PORT LOUIS,St Croix 5,Privette Street,11708
PORT LOUIS,St Croix 5,Quatre Epices Street,11708
PORT LOUIS,St Croix 5,St Marie Road North from St Croix Road to La Cure,11708
PORT LOUIS,St Croix 5,St Marie Street II,11708
PORT LOUIS,St Croix 5,Tatamaka Street,11708
PORT LOUIS,St Denis,Avice Street,11411
PORT LOUIS,St Denis,Bon Cherville Street,11411
PORT LOUIS,St Denis,Breard Street,11411
PORT LOUIS,St Denis,Duclos Street,11411
PORT LOUIS,St Denis,Gayasing Street,11411
PORT LOUIS,St Denis,Gravier Street (S. Sivananda Street),11411
PORT LOUIS,St Denis ,Shah - E - Islam Street,11411
PORT LOUIS,St Denis ,Sookdeo Bissoondoyal Street,11411
PORT LOUIS,St Denis ,St Denis Street from Labourdonnais Street to M. Gandhi Street,11411
PORT LOUIS,St Denis ,Tulsidas Street,11411
PORT LOUIS,St Georges,A. FellafÃ© Street,11324
PORT LOUIS,St Georges,A.L. Osman Street,11324
PORT LOUIS,St Georges,Beaugeard Street (Northern part) from Labourdonnais Street to Mere Barthelemy Street,11324
PORT LOUIS,St Georges,Champ de Lovt Street,11324
PORT LOUIS,St Georges,Colin Barthelemy Street,11324
PORT LOUIS,St Georges,De Courney Street from Beaugeard Street to St Georges Street,11324
PORT LOUIS,St Georges,Dechazal Street,11324
PORT LOUIS,St Georges,Desroches Street from Beaugeard Street to Ruisseau du Pouce,11324
PORT LOUIS,St Georges,Dr Auguste Rouget Street,11324
PORT LOUIS,St Georges,Dr Yves Cantin Street,11324
PORT LOUIS,St Georges,Edith Cavell Street from Ponce Stream to Mere Barthelemy Street,11324
PORT LOUIS,St Georges,Henri Le Sidaner Street from Beaugeard Street to Volcy Pougnet,11324
PORT LOUIS,St Georges,La Brillane Street,11324
PORT LOUIS,St Georges,Labourdonnais Street (Western Side) from Ruisseau du Pouce to Beaugeard Street,11324
PORT LOUIS,St Georges,Mere Barthelemy Street Eastern side from Beaugeard Street to ruisseau du Pouce,11324
PORT LOUIS,St Georges,N. Decotter Street,11324
PORT LOUIS,St Georges,Nahaboo Solim Street from Beaugeard Street to Raoul Rivet,11324
Notre Dame,Church Square,,22001
Notre Dame,Montee Jolie,,22002
Notre Dame,Morc L'Amitie,,22004
Notre Dame,Morc Teeluck,,22006
Notre Dame,Morc VRS,,22007
Notre Dame,Morc. Kitchine,,22003
Notre Dame,Morc.La Rochelle,,22005
Notre Dame,N.H.D.C Baillache,,22009
Notre Dame,N.H.D.C.Church,,22010
Notre Dame,N.H.D.C.Valton,,22011
Notre Dame,Notre Dame,,22008
Notre Dame,Platform,,22012
PORT LOUIS,St Georges,Poivre Street,11324
PORT LOUIS,St Georges,Poupinel de Valence from Beaugeard Street to Terney,11324
PORT LOUIS,St Georges,Raoul Rivet Street from Mere Barthelemy Street to Labourdonnais Street,11324
PORT LOUIS,St Georges,Ruisseau du Pouce from Mere Barthelemy Street to Labourdonnais Street,11324
PORT LOUIS,St Georges,St Georges Street from Mere Barthelemy Street to Labourdonnais Street,11324
PORT LOUIS,St Georges,St Louis Street from Mere Barthelemy Street to Champs de Lovt,11324
PORT LOUIS,St Georges,Swan Street,11324
PORT LOUIS,St Georges,Union Street,11324
PORT LOUIS,St Georges,Victor de la Faye Street,11324
PORT LOUIS,Supreme Court,,11325
PORT LOUIS,SVICC,,11226
PORT LOUIS,Terrason 1 (west),Martello Street (southern side),11133
PORT LOUIS,Terrason 1 (west),Multipliant Street ,11133
PORT LOUIS,Terrason 1 (west),Orchide Street ,11133
PORT LOUIS,Terrason 1 (west),Palmiers Street ,11133
PORT LOUIS,Terrason 1 (west),Pellican ,11133
PORT LOUIS,Terrason 1 (west),Short Lane ,11133
PORT LOUIS,Terrason 1 (west),Sparrow Street ,11133
PORT LOUIS,Terrason 1 (west),Terasson,11133
PORT LOUIS,Terrason 1 (west),Tulipes Street ,11133
PORT LOUIS,Terrasson Lower,Iris Street ,11227
PORT LOUIS,Terrasson Lower,Lauriers Street ,11227
PORT LOUIS,Terrasson Lower,Rosiers Street ,11227
PORT LOUIS,Terrasson Lower,Terrasson Street ,11227
PORT LOUIS,The Peninsula (Tower),,11326
PORT LOUIS,Tranquebar,Bathfield Street,11410
PORT LOUIS,Tranquebar,C.A. Piperdy Street,11410
PORT LOUIS,Tranquebar,Chankin Street,11410
PORT LOUIS,Tranquebar,Chateau D'Eau Street,11410
PORT LOUIS,Tranquebar,Cotillon Lane,11410
PORT LOUIS,Tranquebar,Cotillon Street,11410
PORT LOUIS,Tranquebar,Cremation Ground Street,11410
PORT LOUIS,Tranquebar,Doorundar Street,11410
PORT LOUIS,Tranquebar,Guillaume Giquel from Ruisseau du Pouce to M. Gandhi Street,11410
PORT LOUIS,Tranquebar,John Kennedy Street,11410
PORT LOUIS,Tranquebar,Langlois Street,11410
PORT LOUIS,Tranquebar,Mahe (Seychelles) Street,11410
PORT LOUIS,Tranquebar,Nazareth Street,11410
PORT LOUIS,Tranquebar,Pouce Road,11410
PORT LOUIS,Tranquebar,Prince Alfred Street,11410
PORT LOUIS,Tranquebar,Prince de Gale Street,11410
PORT LOUIS,U.T.M,,11134
PORT LOUIS,Upper Vallee Des Pretes ,Chitrakoot,11818
PORT LOUIS,Upper Vallee Des Pretes ,Valmicki Rd,11818
PORT LOUIS,Vallee Pitot 1, Alma Street from Bvd Victoria to dry watercourse,11504
PORT LOUIS,Vallee Pitot 1, Inkerman st from Blvd victoria up to Chalets,11504
PORT LOUIS,Vallee Pitot 1, Italy,11504
PORT LOUIS,Vallee Pitot 1,Iqbal Street,11504
PORT LOUIS,Vallee Pitot 1, Lawry Cole Street,11504
PORT LOUIS,Vallee Pitot 1,Malakoff  from Bonaparte to dry river,11504
PORT LOUIS,Vallee Pitot 1, Poland,11504
PORT LOUIS,Vallee Pitot 1,Rajkumar Gajadhur ,11504
PORT LOUIS,Vallee Pitot 1,Chalets,11504
PORT LOUIS,Vallee Pitot 1,Cornet,11504
PORT LOUIS,Vallee Pitot 1,Hungarian,11504
PORT LOUIS,Vallee Pitot 1,Peltes Street,11504
PORT LOUIS,Vallee Pitot 1,Sunny Razvi street,11504
PORT LOUIS,Vallee Pitot 1,Varsovie ,11504
PORT LOUIS,Vallee Pitot 1,Crimea up to Ruisseau. ,11504
PORT LOUIS,Vallee Pitot 1,Hongrois street up to Ruisseau,11504
PORT LOUIS,Vallee Pitot 1,Comets street,11504
Nouvelle Decouverte,Nouvelle Decouverte,,81201
PORT LOUIS,Vallee Pitot 1,Galdemar,11504
PORT LOUIS,Vallee Pitot 1,Iqbql street,11504
PORT LOUIS,Vallee Pitot 1,Sauzier,11504
PORT LOUIS,Vallee Pitot 2,Beau Jardinier Street,11505
PORT LOUIS,Vallee Pitot 2,Blvd Hugon from Blvd Victoria up to mountain,11505
PORT LOUIS,Vallee Pitot 2,Blvd Pitot from Blvd Victoria up to mountain,11505
PORT LOUIS,Vallee Pitot 2,Edward St ,11505
PORT LOUIS,Vallee Pitot 2,Kissoondary Lane,11505
PORT LOUIS,Vallee Pitot 2,Malakoff st from dry Ruisseau up to canal Englais ,11505
PORT LOUIS,Vallee Pitot 2, Mamelon Vert,11505
PORT LOUIS,Vallee Pitot 2, Palmyre St,11505
PORT LOUIS,Vallee Pitot 2, Sunny Hill Lane,11505
PORT LOUIS,Vallee Pitot 2, Carpenter Lane,11505
PORT LOUIS,Vallee Pitot 3, Brancion ,11506
PORT LOUIS,Vallee Pitot 3, Imp. Orient ,11506
PORT LOUIS,Vallee Pitot 3,Orient St,11506
PORT LOUIS,Vallee Pitot 3,Tagore Ave,11506
PORT LOUIS,Verger Mangue,,11135
PORT LOUIS,Victoria Square,Perdreau Street,11327
PORT LOUIS,Victoria Square,Dumas Street,11327
PORT LOUIS,William Newton Region,ChaussÃ©e Street from Ruisseau du Pouce to Intendance Street,11328
PORT LOUIS,William Newton Region,Church Street from Mgr Gonin Street to Labourdonnais Street,11328
PORT LOUIS,William Newton Region,Dauphine Street from Mgr Gonin to Jules Koenig Street,11328
PORT LOUIS,William Newton Region,Dr Ferriere Street,11328
PORT LOUIS,William Newton Region,Duke of Edinburgh Street,11328
PORT LOUIS,William Newton Region,Farquhar Street Corderie Street to Duke of Edinburgh Street,11328
PORT LOUIS,William Newton Region,Farquhar Street from Duke of Edinburgh to Corderie Street,11328
PORT LOUIS,William Newton Region,Felicien Mallefille Street,11328
PORT LOUIS,William Newton Region,George Guibert Street,11328
PORT LOUIS,William Newton Region,Georges Guibert Street upto Mgr Gonin,11328
PORT LOUIS,William Newton Region,Intendance Street,11328
PORT LOUIS,William Newton Region,John Kennedy from Ruisseau du pouce to Intendance Street,11328
PORT LOUIS,William Newton Region,La Poudriere Street,11328
PORT LOUIS,William Newton Region,Laroquer Street,11328
PORT LOUIS,William Newton Region,Lislet Geoffroy Street upto Mgr Gonin,11328
PORT LOUIS,William Newton Region,Lord Baden Powell Street,11328
PORT LOUIS,William Newton Region,Maillard Street,11328
PORT LOUIS,William Newton Region,Mere Barthelemy Street from Ruisseau du Pouce to Poudriere Street,11328
PORT LOUIS,William Newton Region,Pope Hennessy Street from Labourdonnais Street to Dauphine Street,11328
PORT LOUIS,William Newton Region,Queen Street from Croderie Street to Duke of Edinburgh Street,11328
PORT LOUIS,William Newton Region,Royal Street from Corderie Street to Duke of Edinburgh Street,11328
PORT LOUIS,William Newton Region,Sir Virgile Naz Street from Mgr Gonin Street to Jules Koenig Street,11328
PORT LOUIS,William Newton Region,Suffren Street from Mgr Gonin to Pope Hennessy Street,11328
PORT LOUIS,William Newton Region,Vieux Conseil Street,11328
PORT LOUIS,William Newton Region,Winston Churchil Street,11328
Morc St Andre ,Cite Cremation,,20901
Morc St Andre ,Morc St Andre East,,20902
Morc St Andre ,Morc St Andre West,,20903
Morc St Andre ,Morc VRS,,20904
Montagne Blanche,Cite Saint Joseph,,80901
Montagne Blanche,Montagne Blanche,,80902
Montagne Blanche,Morc Sans Souci,,80903
Montagne Blanche,Petit Paquet,,80905
Montagne Blanche,Sans Souci,,80906
New Grove,Astroea Rochecouste,,51201
New Grove,Bamboo,,51202
New Grove,Bois Dâoiseaux,,51203
New Grove,Business Park,,51204
New Grove,Cite La Rosa,,51205
New Grove,Cite Mont Fertile,,51206
New Grove,Cite NHDC,,51207
New Grove,Deux Bras,,51208
New Grove,Deux Bras S.E,,51209
New Grove,Gros Billot,,51210
New Grove,Gros Billot Branch,,51211
New Grove,Kalimaye,,51212
New Grove,La Rosa,,51213
New Grove,Mare Chicose,,51214
New Grove,Mont Fertille,,51215
New Grove,Morc Balance,,51216
New Grove,Morc Dreepaul,,51217
New Grove,Morc Ganga,,51218
New Grove,Morc Gaytree,,51219
New Grove,Morc Mauripark,,51220
New Grove,Morc VRS,,51221
New Grove,New Grove,,51222
New Grove,Parasol,,51223
New Grove,Siding,,51224
Midlands,Midlands,,52501
Midlands,Morc Ferret,,52502
Midlands,Morc Ramdanee,,52503
Midlands,Morc St Therese,,52504
Melrose,Melrose,,80701
Melrose,NHDC Melrose,,80702
Medine Camp de Masque,Bel Etang,,41201
Medine Camp de Masque,Medine,,41202
Medine Camp de Masque,Mont Ida,,41203
Mare Tabac,Aspral ,,51101
Mare Tabac,Camp Francois,,51102
Mare Tabac,Cite CHA,,51103
Mare Tabac,Cite Greenwood,,51104
Mare Tabac,Gros Bois  Rd,,51105
Mare Tabac,Joli Bois,,51106
Mare Tabac,Jugoo Bhunjun,,51107
Mare Tabac,Mare Tabac,,51108
Mare Tabac,Morc SIT,,51109
Mare Tabac,NHDC Mare Tabac ,,51110
Mare La Chaux,Camp Creole,,41101
Mare La Chaux,Mare La Chaux,,41102
Mare D'Albert,Allee Coco,,51001
Mare D'Albert,Cite EDC,,51002
Mare D'Albert,Cite Mare D'Albert,,51003
Mare D'Albert,Gros Bois S.E,,51004
Mare D'Albert,Les Vergers de Gros Bois,,51005
Mare D'Albert,Mare D'Albert,,51006
Mare D'Albert,Morc Gokool,,51007
Mare D'Albert,Morc Grove,,51008
Mare D'Albert,Morc Piscine,,51009
Mare D'Albert,Morc Samlaul,,51010
Mare D'Albert,Morc Toolsee,,51011
Mare D'Albert,Rampe Le Moirt,,51012
Mahebourg,Allee Gheude,,50801
Mahebourg,Blue Bay,,50802
Mahebourg,Bois D'oiseaux,,50803
Mahebourg,Carreau Manioc,,50804
Mahebourg,Cent Gaulettes,,50805
Mahebourg,Cite La Chaux,,50806
Mahebourg,Debarcadere,,50807
Mahebourg,Hospital,,50808
Mahebourg,Ile aux deux cocos,,50809
Mahebourg,Mahebourg,,50810
Mahebourg,Maurice st,,50811
Mahebourg,Morc. Lorette,,50812
Mahebourg,Museum,,50813
Mahebourg,Pointe Canon,,50814
Mahebourg,Pointe D'Esny,,50815
Mahebourg,Pte des Regates,,50816
Mahebourg,Pte Jerome,,50817
Mahebourg,Quartier,,50818
Mahebourg,Remy Ollier,,50819
Mahebourg,Tombeau,,50820
Mahebourg,Ville Noire,,50821
Mahebourg,Villeneuve,,50822
Mahebourg,Waterfront,,50823
Moka,Appartment Le Ravin,,80801
Moka,Baboolall RD,,80802
Moka,Bagatelle Mall,,80832
Moka,Bagatelle Office Park,,80832
Moka,Bocage,,80803
Moka,Bois Cheri ,,80804
Moka,Bon Air(+ villa road),,80805
Moka,Camp Samy,,80806
Moka,Chantenay,,80807
Moka,Cite Mahatma Gandhi,,80808
Moka,Cite Telfair,,80809
Moka,Gentilly,,80810
Moka,Gentilly Estate (new morc MDA),,80811
Moka,Les Allees d'Helvetia 1,,80840
Moka,Les Allees d'Helvetia 2,,80838
Moka,Les Allees d'Helvetia 3,,80839
Moka,Martindale,,80833
Moka,Mauritius Broadcasting Corporation( M B C ),,80812
Moka,Moka Business Centre,,80813
Moka,MOKA EYE HOSPITAL,,80814
Moka,Moka Village,,80815
Moka,Morc Bagatelle,,80816
Moka,Morc Bega-Ebene,,80817
Moka,Morc Bout Du Monde-Ebene,,80818
Moka,Morc Eureka,,80819
Moka,Morc Hein,,80820
Moka,Morc Mon Desert,,80821
Moka,Morc Mon Plaisir,,80822
Moka,Morc Noel,,80823
Moka,Morc Paratian,,80824
Moka,Mount ORY ,,80825
Moka,Pont Souillac,,80826
Moka,Railway Square,,80827
Moka,Reduit,,80835
Moka,Residence Cybervillage,,80828
Moka,STATE HOUSE,,80836
Moka,Telfair ,,80829
Moka,University Of Mauritius,,80837
Moka,Valory,,80830
Moka,Vinson,,80831
Long Mountain,Baillache,,20801
Long Mountain,Boulingrin,,20802
Long Mountain,C.H.A  ,,20804
Long Mountain,Camp la Boue/ Vallee du Paradis,,20803
Long Mountain,Cite Social Welfare,,20805
Long Mountain,Descoins,,20806
